728, 524285216, 524285248 
729, 524285216, 524285248 
730, 524285216, 524285248 
731, 524285216, 524285248 
732, 524285216, 524285248 
733, 524285216, 524285248 
734, 524285216, 524285248 
735, 524285216, 524285248 
736, 524285216, 524285248 
737, 524285216, 524285248 
738, 524285216, 524285248 
739, 524285216, 524285248 
740, 524285216, 524285248 
741, 524285216, 524285248 
742, 524285216, 524285248 
743, 524285216, 524285248 
744, 524285216, 524285248 
745, 524285216, 524285248 
746, 524285216, 524285248 
747, 524285216, 524285248 
